,sample_id,farm,visit_number,date_collected,ctx_m,animals_sampled,weaned_heifer,adult,dry,footpath,amp_c,ct_pos,cipR,tetR,cephR,strepR,amoxR,plain_undiluted,anything_waste,heifers_waste,whichclinresp,firstmastitis,poultry,equine,total_cattle,yield,herd_size,bought_pre,scc,pneum_vacc,diarrvacc,anticocc,halocur,nsaiddiarr,trough_clean,time_dam,um_spray,give_col,wean,pattern,percentdryoff,calving_group,calhousing_type,calhousing_older,hectares,othergraze,bvdvacc,ibrvacc,leptovacc,salmvacc,lungvacc,clostvacc,organic,daystreatmast,timesfirstmast,injectmast,nsaidmast,treatfoot,abcalve,nsaidcalve,calveclean,milkgraze,lime,predip,acf,cleancluster,drytrough,premises,shows,market,hostfarmwalk,starling,deer,badger,rook,pigeon,fox,pheasant,rat,shoot,hunt,outsource,feedlorry,muckspreader,aiexternal,machinery,bedmilk_1,bedmilk_2,bedmilk_3,bedmilk_4,bedmilk_6,bedmilk_8,foragetype_1,foragetype_2,foragetype_3,foragetype_4,foragetype_5,foragetype_6,foragetype_7,foragetype_8,foragebought,manure_1,manure_2,manure_3,manure_4,manure_5,manure_6,manure_7,manure_8,manure_9,s_housed_outdoor,cefq_dct,ceph_dct,fram_dct,clox_dct,s_calving_now,water,total_mg_pcu,ceph_3_4,ceph_1,co_amox,tet,amox,fq,novobiocin,pen,cefalexin,strep,preweaned_heifer
4430,YDA62,YDA,9,19/12/2017,0,a,0,1,0,0,0,0,0,1,1,0,1,80,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4431,YDA63,YDA,9,19/12/2017,0,d,0,0,1,0,0,0,0,1,0,0,1,90,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4432,YDA64,YDA,10,24/01/2018,0,h,1,0,0,0,1,1,0,1,1,1,1,170,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4433,YDA65,YDA,10,24/01/2018,0,h,1,0,0,0,1,1,0,1,1,0,0,110,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4434,YDA66,YDA,10,24/01/2018,0,a,0,1,0,0,1,1,0,1,1,0,1,540,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4435,YDA67,YDA,10,24/01/2018,0,a,0,1,0,0,1,1,0,1,1,0,1,20,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4436,YDA68,YDA,10,24/01/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,60,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4437,YDA69,YDA,11,27/02/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4438,YDA70,YDA,11,27/02/2018,0,h,1,0,0,0,0,0,0,1,0,0,1,50,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4439,YDA71,YDA,11,27/02/2018,0,a,0,1,0,0,1,1,0,0,1,0,1,110,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4440,YDA72,YDA,11,27/02/2018,0,a,0,1,0,0,1,1,0,0,1,0,0,160,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4441,YDA73,YDA,11,27/02/2018,0,h,1,0,0,0,0,0,0,1,0,0,0,80,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4442,YDA74,YDA,12,22/03/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4443,YDA75,YDA,12,22/03/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4444,YDA76,YDA,12,22/03/2018,0,a,0,1,0,0,0,0,0,0,1,1,1,150,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4445,YDA77,YDA,12,22/03/2018,0,a,0,1,0,0,0,0,0,1,1,0,1,130,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4446,YDA78,YDA,12,22/03/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,10,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4447,YDA79,YDA,13,24/04/2018,0,h,1,0,0,0,0,0,1,1,0,0,1,30,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4448,YDA80,YDA,13,24/04/2018,0,h,1,0,0,0,0,0,0,1,0,0,0,10,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4449,YDA81,YDA,13,24/04/2018,0,a,0,1,0,0,0,0,0,1,1,0,1,160,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4450,YDA82,YDA,13,24/04/2018,0,a,0,1,0,0,0,0,0,1,0,0,1,210,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4451,YDA83,YDA,13,24/04/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,250,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4452,YDA84,YDA,14,31/05/2018,0,a,0,1,0,0,0,0,0,1,1,1,1,760,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4453,YDA85,YDA,14,31/05/2018,0,a,0,1,0,0,0,0,0,1,1,1,1,870,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4454,YDA86,YDA,14,31/05/2018,0,d,0,0,1,0,0,0,1,1,1,1,1,510,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4455,YDA87,YDA,14,31/05/2018,0,h,0,0,0,1,0,0,0,0,0,0,0,260,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4456,YDA88,YDA,14,31/05/2018,0,h,1,0,0,0,0,0,1,1,1,1,1,370,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4457,YDA89,YDA,14,31/05/2018,0,h,1,0,0,1,0,0,0,1,0,0,1,20,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4458,YDA90,YDA,15,27/06/2018,0,a,0,1,0,0,0,0,0,1,1,1,1,230,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4459,YDA91,YDA,15,27/06/2018,0,a,0,1,0,0,0,0,0,1,1,1,1,190,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4460,YDA92,YDA,15,27/06/2018,0,h,1,0,0,1,0,0,0,1,0,0,0,390,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4461,YDA93,YDA,15,27/06/2018,0,h,1,0,0,1,0,0,0,1,0,1,1,1130,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4462,YDA94,YDA,16,26/07/2018,0,d,1,0,1,1,0,0,0,0,0,0,0,10,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4463,YDA95,YDA,16,26/07/2018,0,d,1,0,1,1,0,0,0,0,0,0,0,60,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4464,YDA96,YDA,16,26/07/2018,0,a,0,1,0,0,0,0,0,1,0,1,1,980,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4465,YDA97,YDA,16,26/07/2018,0,a,0,1,0,0,0,0,0,1,1,1,1,570,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4466,YDA98,YDA,17,29/08/2018,0,d,1,0,1,1,0,0,0,0,0,0,0,10,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4467,YDA99,YDA,17,29/08/2018,0,d,1,0,1,1,0,0,0,0,0,0,1,10,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4468,YDA100,YDA,17,29/08/2018,0,pw,0,0,0,0,0,0,0,1,1,1,1,20,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,1
4469,YDA101,YDA,17,29/08/2018,1,pw,0,0,0,0,0,1,1,1,1,1,1,360,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,1
